* Pathways from iAF1260

CFAS160G	[c] : (2) amet + pg161 --> (2) ahcys + cpg160 + (2) h
CFAS180E	[c] : (2) amet + pe181 --> (2) ahcys + cpe180 + (2) h
CFAS180G	[c] : (2) amet + pg181 --> (2) ahcys + cpg180 + (2) h
CGLYabcpp	atp[c] + cgly[p] + h2o[c] --> adp[c] + cgly[c] + h[c] + pi[c]
CGLYtex	cgly[e] <==> cgly[p]
CHLabcpp	atp[c] + chol[p] + h2o[c] --> adp[c] + chol[c] + h[c] + pi[c]
CHLt2pp	chol[p] + h[p] --> chol[c] + h[c]
CHLtex	chol[e] <==> chol[p]
CHORM	[c] : chor --> pphn
CHORS	[c] : 3psme --> chor + pi
CHRPL	[c] : chor --> 4hbz + pyr
CINNDO	[c] : cinnm + h + nadh + o2 --> cenchddd + nad
CITL	[c] : cit --> ac + oaa
CITt7pp	cit[p] + succ[c] --> cit[c] + succ[p]
CITtex	cit[e] <==> cit[p]
CLIPAtex	lipa_cold[p] --> lipa_cold[e]
CLPNH120pp	[p] : clpn120 + h2o --> h + pa120 + pg120
CLPNH140pp	[p] : clpn140 + h2o --> h + pa140 + pg140
CLPNH141pp	[p] : clpn141 + h2o --> h + pa141 + pg141
CLPNH160pp	[p] : clpn160 + h2o --> h + pa160 + pg160
CLPNH161pp	[p] : clpn161 + h2o --> h + pa161 + pg161
CLPNH180pp	[p] : clpn180 + h2o --> h + pa180 + pg180
CLPNH181pp	[p] : clpn181 + h2o --> h + pa181 + pg181
CLPNS120pp	[p] : (2) pg120 <==> clpn120 + glyc
CLPNS140pp	[p] : (2) pg140 <==> clpn140 + glyc
CLPNS141pp	[p] : (2) pg141 <==> clpn141 + glyc
CLPNS160pp	[p] : (2) pg160 <==> clpn160 + glyc
CLPNS161pp	[p] : (2) pg161 <==> clpn161 + glyc
CLPNS180pp	[p] : (2) pg180 <==> clpn180 + glyc
CLPNS181pp	[p] : (2) pg181 <==> clpn181 + glyc
CLt3_2pp	(2) cl[p] + h[c] --> (2) cl[c] + h[p]
CLtex	cl[e] <==> cl[p]
CMPN	[c] : cmp + h2o --> csn + r5p
CMPtex	cmp[e] <==> cmp[p]
CO2tex	co2[e] <==> co2[p]
CO2tpp	co2[p] <==> co2[c]
COBALT2abcpp	atp[c] + cobalt2[c] + h2o[c] --> adp[c] + cobalt2[p] + h[c] + pi[c]
COBALT2t3pp	cobalt2[c] + h[p] --> cobalt2[p] + h[c]
COBALT2tex	cobalt2[e] <==> cobalt2[p]
COBALT2tpp	cobalt2[p] --> cobalt2[c]
COLIPAabcpp	atp[c] + colipa[c] + h2o[c] --> adp[c] + colipa[p] + h[c] + pi[c]
COLIPAtex	colipa[p] --> colipa[e]
CPGNabcpp	atp[c] + cpgn[p] + h2o[c] --> adp[c] + cpgn[c] + h[c] + pi[c]
CPGNexs	[e] : cpgn-un + fe3 --> cpgn
CPGNR1	[c] : (2) cpgn + fadh2 --> (2) cpgn-un + fad + (2) fe2 + (2) h
CPGNR2	[c] : (2) cpgn + fmnh2 --> (2) cpgn-un + (2) fe2 + fmn + (2) h
CPGNR3	[c] : (2) cpgn + rbflvrd --> (2) cpgn-un + (2) fe2 + (2) h + ribflv
CPGNtonex	cpgn[e] + h[p] --> cpgn[p] + h[c]
CPGNUtex	cpgn-un[p] + h[p] --> cpgn-un[e] + h[c]
CPGNUtpp	cpgn-un[c] + h[p] --> cpgn-un[p] + h[c]
CPPPGO	[c] : cpppg3 + (2) h + o2 --> (2) co2 + (2) h2o + pppg9
CPPPGO2	[c] : (2) amet + cpppg3 --> (2) co2 + (2) dad-5 + (2) met-L + pppg9
CRNabcpp	atp[c] + crn[p] + h2o[c] --> adp[c] + crn[c] + h[c] + pi[c]
CRNBTCT	[c] : bbtcoa + crn <==> crncoa + gbbtn
CRNCAL2	[c] : atp + coa + crn --> adp + crncoa + pi
CRNCAR	[c] : crncoa <==> crnDcoa
CRNCBCT	[c] : crn + ctbtcoa <==> crncoa + ctbt
CRNCDH	[c] : crncoa <==> ctbtcoa + h2o
CRNDabcpp	atp[c] + crn-D[p] + h2o[c] --> adp[c] + crn-D[c] + h[c] + pi[c]
CRNDCAL2	[c] : atp + coa + crn-D --> adp + crnDcoa + pi
CRNDt2rpp	crn-D[p] + h[p] <==> crn-D[c] + h[c]
CRNt2rpp	crn[p] + h[p] <==> crn[c] + h[c]
CRNt7pp	crn[p] + gbbtn[c] --> crn[c] + gbbtn[p]
CRNt8pp	crn[p] + crn-D[c] --> crn[c] + crn-D[p]
CRNtex	crn[e] <==> crn[p]
CS	[c] : accoa + h2o + oaa --> cit + coa + h
CSND	[c] : csn + h + h2o --> nh4 + ura
CSNt2pp	csn[p] + h[p] --> csn[c] + h[c]
CSNtex	csn[e] <==> csn[p]
CTBTabcpp	atp[c] + ctbt[p] + h2o[c] --> adp[c] + ctbt[c] + h[c] + pi[c]
CTBTCAL2	[c] : atp + coa + ctbt --> adp + ctbtcoa + pi
CTBTt2rpp	ctbt[p] + h[p] <==> ctbt[c] + h[c]
CTPS2	[c] : atp + gln-L + h2o + utp --> adp + ctp + glu-L + (2) h + pi
CU1abcpp	atp[c] + cu[c] + h2o[c] --> adp[c] + cu[p] + h[c] + pi[c]
CU1Opp	[p] : (4) cu + (4) h + o2 --> (4) cu2 + (2) h2o
CU2abcpp	atp[c] + cu2[c] + h2o[c] --> adp[c] + cu2[p] + h[c] + pi[c]
CU2tex	cu2[e] <==> cu2[p]
CU2tpp	cu2[p] --> cu2[c]
CUt3	cu[c] + h[e] --> cu[e] + h[c]
CUtex	cu[e] <==> cu[p]
CYANST	[c] : cyan + tsul --> h + so3 + tcynt
CYANSTpp	[p] : cyan + tsul --> h + so3 + tcynt
CYANtex	cyan[e] <==> cyan[p]
CYNTAH	[c] : cynt + (3) h + hco3 --> (2) co2 + nh4
CYNTt2pp	cynt[p] + h[p] --> cynt[c] + h[c]
CYNTtex	cynt[e] <==> cynt[p]
CYSabc2pp	atp[c] + cys-L[c] + h2o[c] --> adp[c] + cys-L[p] + h[c] + pi[c]
CYSabcpp	atp[c] + cys-L[p] + h2o[c] --> adp[c] + cys-L[c] + h[c] + pi[c]
CYSDabcpp	atp[c] + cys-D[p] + h2o[c] --> adp[c] + cys-D[c] + h[c] + pi[c]
CYSDDS	[c] : cys-D + h2o --> h2s + nh4 + pyr
CYSDS	[c] : cys-L + h2o --> h2s + nh4 + pyr
CYSDtex	cys-D[e] <==> cys-D[p]
CYSS	[c] : acser + h2s --> ac + cys-L + h
CYSSADS	[c] : 3sala + (2) h --> ala-L + so2
CYStex	cys-L[e] <==> cys-L[p]
CYSTL	[c] : cyst-L + h2o --> hcys-L + nh4 + pyr
CYStpp	cys-L[c] --> cys-L[p]
CYSTRS	[c] : atp + cys-L + trnacys --> amp + cystrna + ppi
CYTBD2pp	(2) h[c] + mql8[c] + (0.5) o2[c] --> (2) h[p] + h2o[c] + mqn8[c]
CYTBDpp	(2) h[c] + (0.5) o2[c] + q8h2[c] --> (2) h[p] + h2o[c] + q8[c]
CYTBO3_4pp	(4) h[c] + (0.5) o2[c] + q8h2[c] --> (4) h[p] + h2o[c] + q8[c]
CYTD	[c] : cytd + h + h2o --> nh4 + uri
CYTDH	[c] : cytd + h2o --> csn + rib-D
CYTDK2	[c] : cytd + gtp --> cmp + gdp + h
CYTDt2pp	cytd[p] + h[p] --> cytd[c] + h[c]
CYTDt2rpp	cytd[p] + h[p] <==> cytd[c] + h[c]
CYTDtex	cytd[e] <==> cytd[p]
CYTK1	[c] : atp + cmp <==> adp + cdp
CYTK2	[c] : atp + dcmp <==> adp + dcdp
DAAD	[c] : ala-D + fad + h2o --> fadh2 + nh4 + pyr
DADA	[c] : dad-2 + h + h2o --> din + nh4
DADK	[c] : atp + damp <==> adp + dadp
DADNt2pp	dad-2[p] + h[p] --> dad-2[c] + h[c]
DADNtex	dad-2[e] <==> dad-2[p]
DAGK120	[c] : 12dgr120 + atp --> adp + h + pa120
DAGK140	[c] : 12dgr140 + atp --> adp + h + pa140
DAGK141	[c] : 12dgr141 + atp --> adp + h + pa141
DAGK160	[c] : 12dgr160 + atp --> adp + h + pa160
DAGK161	[c] : 12dgr161 + atp --> adp + h + pa161
DAGK180	[c] : 12dgr180 + atp --> adp + h + pa180
DAGK181	[c] : 12dgr181 + atp --> adp + h + pa181
DALAt2pp	ala-D[p] + h[p] --> ala-D[c] + h[c]
DALAtex	ala-D[e] <==> ala-D[p]
DAMPtex	damp[e] <==> damp[p]
DAPabcpp	26dap-M[p] + atp[c] + h2o[c] --> 26dap-M[c] + adp[c] + h[c] + pi[c]
DAPAL	[c] : 23dappa + h2o --> (2) nh4 + pyr
DAPDC	[c] : 26dap-M + h --> co2 + lys-L
DAPE	[c] : 26dap-LL <==> 26dap-M
DAPtex	15dap[e] <==> 15dap[p]
DASYN120	[c] : ctp + h + pa120 --> cdpdddecg + ppi
DASYN140	[c] : ctp + h + pa140 --> cdpdtdecg + ppi
DASYN141	[c] : ctp + h + pa141 --> cdpdtdec7eg + ppi
DASYN160	[c] : ctp + h + pa160 --> cdpdhdecg + ppi
DASYN161	[c] : ctp + h + pa161 --> cdpdhdec9eg + ppi
DASYN180	[c] : ctp + h + pa180 --> cdpdodecg + ppi
DASYN181	[c] : ctp + h + pa181 --> cdpdodec11eg + ppi
DATPHs	[c] : datp + h + h2o --> ditp + nh4
DB4PS	[c] : ru5p-D --> db4p + for + h
DBTS	[c] : atp + co2 + dann --> adp + dtbt + (3) h + pi
DCAtex	dca[e] <==> dca[p]
DCMPtex	dcmp[e] <==> dcmp[p]
DCTPD	[c] : dctp + h + h2o --> dutp + nh4
DCYTD	[c] : dcyt + h + h2o --> duri + nh4
DCYTt2pp	dcyt[p] + h[p] --> dcyt[c] + h[c]
DCYTtex	dcyt[e] <==> dcyt[p]
DDCAtexi	ddca[e] --> ddca[p]
DDGALK	[c] : 2dh3dgal + atp --> 2dh3dgal6p + adp + h
DDGLCNt2rpp	2ddglcn[p] + h[p] <==> 2ddglcn[c] + h[c]
DDGLCNtex	2ddglcn[e] <==> 2ddglcn[p]
DDGLK	[c] : 2ddglcn + atp --> 2ddg6p + adp + h
DDPA	[c] : e4p + h2o + pep --> 2dda7p + pi
DDPGALA	[c] : 2dh3dgal6p <==> g3p + pyr
DGK1	[c] : atp + dgmp <==> adp + dgdp
DGMPtex	dgmp[e] <==> dgmp[p]
DGSNt2pp	dgsn[p] + h[p] --> dgsn[c] + h[c]
DGSNtex	dgsn[e] <==> dgsn[p]
DHAD1	[c] : 23dhmb --> 3mob + h2o
DHAD2	[c] : 23dhmp --> 3mop + h2o
DHAPT	[c] : dha + pep --> dhap + pyr
DHAtex	dha[e] <==> dha[p]
DHAtpp	dha[p] <==> dha[c]
DHBD	[c] : 23ddhb + nad <==> 23dhb + h + nadh
DHBS	[c] : 23dhb + atp + h --> 23dhba + ppi
DHBSH	[c] : 23dhbzs + h2o --> 23dhb + ser-L
DHCIND	[c] : cenchddd + nad --> dhcinnm + h + nadh
DHCINDO	[c] : dhcinnm + o2 --> h + hkntd
DHDPRy	[c] : 23dhdp + h + nadph --> nadp + thdp
DHDPS	[c] : aspsa + pyr --> 23dhdp + h + (2) h2o
DHFR	[c] : dhf + h + nadph <==> nadp + thf
DHFS	[c] : atp + dhpt + glu-L --> adp + dhf + h + pi
DHNAOT4	[c] : dhna + h + octdp --> 2dmmql8 + co2 + ppi
DHNPA2	[c] : dhnpt --> 6hmhpt + gcald
DHORD2	[c] : dhor-S + q8 --> orot + q8h2
DHORD5	[c] : dhor-S + mqn8 --> mql8 + orot
DHORTS	[c] : dhor-S + h2o <==> cbasp + h
DHPPD	[c] : cechddd + nad --> dhpppn + h + nadh
DHPPDA2	[c] : 25drapp + h + h2o --> 5apru + nh4
DHPS2	[c] : 4abz + 6hmhptpp --> dhpt + ppi
DHPTDCs	[c] : dhptd --> h2o + hmfurn
DHPTPE	[c] : ahdt <==> dhmptp
DHQS	[c] : 2dda7p --> 3dhq + pi
DHQTi	[c] : 3dhq --> 3dhsk + h2o
DIMPtex	dimp[e] <==> dimp[p]
DINSt2pp	din[p] + h[p] --> din[c] + h[c]
DINStex	din[e] <==> din[p]
DKGLCNR1	[c] : 25dkglcn + h + nadph --> 2dhguln + nadp
DKGLCNR2x	[c] : 25dkglcn + h + nadh --> 5dglcn + nad
DKGLCNR2y	[c] : 25dkglcn + h + nadph --> 5dglcn + nadp
DKMPPD	[c] : dkmpp + h2o + o2 --> 2kmb + for + (2) h + pi
DKMPPD3	[c] : dkmpp + (3) h2o + (2) nad --> 2kmb + for + (4) h + (2) nadh + pi
D-LACt2pp	h[p] + lac-D[p] <==> h[c] + lac-D[c]
D-LACtex	lac-D[e] <==> lac-D[p]
DM_4HBA	[c] : 4hba -->
DM_5DRIB	[c] : 5drib -->
DM_AACALD	[c] : aacald -->
DM_HMFURN	[c] : hmfurn -->
DM_OXAM	[c] : oxam -->
DMATT	[c] : dmpp + ipdp --> grdp + ppi
DMPPS	[c] : h + h2mb4p + nadh --> dmpp + h2o + nad
DMQMT	[c] : 2omhmbl + amet --> ahcys + h + q8h2
DMSOR1	[c] : dmso + mql8 --> dms + h2o + mqn8
DMSOR1pp	dmso[p] + mql8[c] --> dms[p] + h2o[p] + mqn8[c]
DMSOR2	[c] : 2dmmql8 + dmso --> 2dmmq8 + dms + h2o
DMSOR2pp	2dmmql8[c] + dmso[p] --> 2dmmq8[c] + dms[p] + h2o[p]
DMSOtex	dmso[e] <==> dmso[p]
DMStex	dms[e] <==> dms[p]
DNMPPA	[c] : dhpmp + h2o --> dhnpt + pi
DNTPPA	[c] : ahdt + h2o --> dhpmp + h + ppi
DOGULNR	[c] : 23doguln + h + nadh --> 3dhguln + nad
DOPAtex	dopa[e] <==> dopa[p]
DPCOAK	[c] : atp + dpcoa --> adp + coa + h
DPR	[c] : 2dhp + h + nadph --> nadp + pant-R
DRPA	[c] : 2dr5p --> acald + g3p
DSBAO1	dsbard[p] + q8[c] --> dsbaox[p] + q8h2[c]
DSBAO2	dsbard[p] + mqn8[c] --> dsbaox[p] + mql8[c]
DSBCGT	[p] : dsbcox + (2) gthrd --> dsbcrd + gthox
DSBDR	[c] : dsbdox + trdrd --> dsbdrd + trdox
DSBGGT	[p] : dsbgox + (2) gthrd --> dsbgrd + gthox
DSERDHr	[c] : nadp + ser-D <==> 2amsa + h + nadph
DSERt2pp	h[p] + ser-D[p] --> h[c] + ser-D[c]
DSERtex	ser-D[e] <==> ser-D[p]
DTMPK	[c] : atp + dtmp <==> adp + dtdp
DTMPtex	dtmp[e] <==> dtmp[p]
DUMPtex	dump[e] <==> dump[p]
DURIK1	[c] : atp + duri --> adp + dump + h
DURIPP	[c] : duri + pi <==> 2dr1p + ura
DURIt2pp	duri[p] + h[p] --> duri[c] + h[c]
DURItex	duri[e] <==> duri[p]
DUTPDP	[c] : dutp + h2o --> dump + h + ppi
DXPRIi	[c] : dxyl5p + h + nadph --> 2me4p + nadp
DXPS	[c] : g3p + h + pyr --> co2 + dxyl5p
DXYLK	[c] : atp + dxyl --> adp + dxyl5p + h
E4PD	[c] : e4p + h2o + nad <==> 4per + (2) h + nadh
EAR100x	[c] : h + nadh + tdec2eACP --> dcaACP + nad
EAR100y	[c] : h + nadph + tdec2eACP --> dcaACP + nadp
EAR120x	[c] : h + nadh + tddec2eACP --> ddcaACP + nad
EAR120y	[c] : h + nadph + tddec2eACP --> ddcaACP + nadp
EAR121x	[c] : h + nadh + t3c5ddeceACP --> cddec5eACP + nad
EAR121y	[c] : h + nadph + t3c5ddeceACP --> cddec5eACP + nadp
EAR140x	[c] : h + nadh + tmrs2eACP --> myrsACP + nad
EAR140y	[c] : h + nadph + tmrs2eACP --> myrsACP + nadp
EAR141x	[c] : h + nadh + t3c7mrseACP --> nad + tdeACP
EAR141y	[c] : h + nadph + t3c7mrseACP --> nadp + tdeACP
EAR160x	[c] : h + nadh + tpalm2eACP --> nad + palmACP
EAR160y	[c] : h + nadph + tpalm2eACP --> nadp + palmACP
EAR161x	[c] : h + nadh + t3c9palmeACP --> hdeACP + nad
EAR161y	[c] : h + nadph + t3c9palmeACP --> hdeACP + nadp
EAR180x	[c] : h + nadh + toctd2eACP --> nad + ocdcaACP
EAR180y	[c] : h + nadph + toctd2eACP --> nadp + ocdcaACP
EAR181x	[c] : h + nadh + t3c11vaceACP --> nad + octeACP
EAR181y	[c] : h + nadph + t3c11vaceACP --> nadp + octeACP
EAR40x	[c] : but2eACP + h + nadh --> butACP + nad
EAR40y	[c] : but2eACP + h + nadph --> butACP + nadp
EAR60x	[c] : h + nadh + thex2eACP --> hexACP + nad
EAR60y	[c] : h + nadph + thex2eACP --> hexACP + nadp
EAR80x	[c] : h + nadh + toct2eACP --> nad + ocACP
EAR80y	[c] : h + nadph + toct2eACP --> nadp + ocACP
ECA4COLIPAtex	eca4colipa[p] --> eca4colipa[e]
ECA4OALpp	[p] : colipa + eca4und --> eca4colipa + h + udcpdp
ECAP1pp	[p] : (2) unagamuf --> eca2und + h + udcpdp
ECAP2pp	[p] : eca2und + unagamuf --> eca3und + h + udcpdp
ECAP3pp	[p] : eca3und + unagamuf --> eca4und + h + udcpdp
ECAtpp	unagamuf[c] --> unagamuf[p]
ECOAH1	[c] : 3hbcoa <==> b2coa + h2o
ECOAH2	[c] : 3hhcoa <==> h2o + hx2coa
ECOAH3	[c] : 3hocoa <==> h2o + oc2coa
ECOAH4	[c] : 3hdcoa <==> dc2coa + h2o
ECOAH5	[c] : 3hddcoa <==> dd2coa + h2o
ECOAH6	[c] : 3htdcoa <==> h2o + td2coa
ECOAH7	[c] : 3hhdcoa <==> h2o + hdd2coa
ECOAH8	[c] : 3hodcoa <==> h2o + od2coa
EDA	[c] : 2ddg6p --> g3p + pyr
EDD	[c] : 6pgc --> 2ddg6p + h2o
EDTXS1	[c] : ddcaACP + kdo2lipid4 --> ACP + kdo2lipid4L
EDTXS2	[c] : kdo2lipid4L + myrsACP --> ACP + lipa
EDTXS3	[c] : hdeACP + kdo2lipid4 --> ACP + kdo2lipid4p
EDTXS4	[c] : kdo2lipid4p + myrsACP --> ACP + lipa_cold
ENLIPAtex	enlipa[p] --> enlipa[e]
ENO	[c] : 2pg <==> h2o + pep
ENTCS	[c] : (3) 23dhba + (3) seramp --> (6) amp + enter + (9) h
ENTERES	[c] : enter + (3) h2o --> (3) 23dhbzs + (3) h
ENTERES2	[c] : feenter + (3) h2o --> (3) 23dhbzs + fe3 + (3) h
ETHAAL	[c] : etha --> acald + nh4
ETHAt2pp	etha[p] + h[p] --> etha[c] + h[c]
ETHAtex	etha[e] <==> etha[p]
ETHSO3abcpp	atp[c] + ethso3[p] + h2o[c] --> adp[c] + ethso3[c] + h[c] + pi[c]
ETHSO3tex	ethso3[e] <==> ethso3[p]
ETOHt2rpp	etoh[p] + h[p] <==> etoh[c] + h[c]
ETOHtex	etoh[e] <==> etoh[p]
EX_12ppd-R(e)	[e] : 12ppd-R <==>
EX_12ppd-S(e)	[e] : 12ppd-S <==>
EX_14glucan(e)	[e] : 14glucan <==>
EX_15dap(e)	[e] : 15dap <==>
EX_23camp(e)	[e] : 23camp <==>
EX_23ccmp(e)	[e] : 23ccmp <==>
EX_23cgmp(e)	[e] : 23cgmp <==>
EX_23cump(e)	[e] : 23cump <==>
EX_23dappa(e)	[e] : 23dappa <==>
EX_26dap-M(e)	[e] : 26dap-M <==>
EX_2ddglcn(e)	[e] : 2ddglcn <==>
EX_34dhpac(e)	[e] : 34dhpac <==>
EX_3amp(e)	[e] : 3amp <==>
EX_3cmp(e)	[e] : 3cmp <==>
EX_3gmp(e)	[e] : 3gmp <==>
EX_3hcinnm(e)	[e] : 3hcinnm <==>
EX_3hpppn(e)	[e] : 3hpppn <==>
EX_3ump(e)	[e] : 3ump <==>
EX_4abut(e)	[e] : 4abut <==>
EX_4hoxpacd(e)	[e] : 4hoxpacd <==>
EX_5dglcn(e)	[e] : 5dglcn <==>
EX_ac(e)	[e] : ac <==>
EX_acac(e)	[e] : acac <==>
EX_acald(e)	[e] : acald <==>
EX_acgal(e)	[e] : acgal <==>
EX_acgal1p(e)	[e] : acgal1p <==>
EX_acgam(e)	[e] : acgam <==>
EX_acgam1p(e)	[e] : acgam1p <==>
EX_acmana(e)	[e] : acmana <==>
EX_acmum(e)	[e] : acmum <==>
EX_acnam(e)	[e] : acnam <==>
EX_acolipa(e)	[e] : acolipa <==>
EX_acser(e)	[e] : acser <==>
EX_ade(e)	[e] : ade <==>
EX_adn(e)	[e] : adn <==>
EX_adocbl(e)	[e] : adocbl <==>
EX_ag(e)	[e] : ag <==>
EX_agm(e)	[e] : agm <==>
EX_akg(e)	[e] : akg <==>
EX_alaala(e)	[e] : alaala <==>
EX_ala-B(e)	[e] : ala-B <==>
EX_ala-D(e)	[e] : ala-D <==>
EX_ala-L(e)	[e] : ala-L <==>
EX_all-D(e)	[e] : all-D <==>
EX_alltn(e)	[e] : alltn <==>
EX_amp(e)	[e] : amp <==>
EX_anhgm(e)	[e] : anhgm <==>
EX_arab-L(e)	[e] : arab-L <==>
EX_arbtn(e)	[e] : arbtn <==>
EX_arbtn-fe3(e)	[e] : arbtn-fe3 <==>
EX_arg-L(e)	[e] : arg-L <==>
EX_ascb-L(e)	[e] : ascb-L <==>
EX_asn-L(e)	[e] : asn-L <==>
EX_aso3(e)	[e] : aso3 <==>
EX_asp-L(e)	[e] : asp-L <==>
EX_but(e)	[e] : but <==>
EX_butso3(e)	[e] : butso3 <==>
EX_ca2(e)	[e] : ca2 <==>
EX_cbi(e)	[e] : cbi <==>
EX_cbl1(e)	[e] : cbl1 <==>
EX_cd2(e)	[e] : cd2 <==>
EX_cgly(e)	[e] : cgly <==>
EX_chol(e)	[e] : chol <==>
EX_cit(e)	[e] : cit <==>
EX_cl(e)	[e] : cl <==>
EX_cmp(e)	[e] : cmp <==>
EX_co2(e)	[e] : co2 <==>
EX_cobalt2(e)	[e] : cobalt2 <==>
EX_colipa(e)	[e] : colipa <==>
EX_cpgn(e)	[e] : cpgn <==>
EX_cpgn-un(e)	[e] : cpgn-un <==>
EX_crn(e)	[e] : crn <==>
EX_csn(e)	[e] : csn <==>
EX_cu(e)	[e] : cu <==>
EX_cu2(e)	[e] : cu2 <==>
EX_cyan(e)	[e] : cyan <==>
EX_cynt(e)	[e] : cynt <==>
EX_cys-D(e)	[e] : cys-D <==>
EX_cys-L(e)	[e] : cys-L <==>
EX_cytd(e)	[e] : cytd <==>
EX_dad-2(e)	[e] : dad-2 <==>
EX_damp(e)	[e] : damp <==>
EX_dca(e)	[e] : dca <==>
EX_dcmp(e)	[e] : dcmp <==>
EX_dcyt(e)	[e] : dcyt <==>
EX_ddca(e)	[e] : ddca <==>
EX_dgmp(e)	[e] : dgmp <==>
EX_dgsn(e)	[e] : dgsn <==>
EX_dha(e)	[e] : dha <==>
EX_dimp(e)	[e] : dimp <==>
EX_din(e)	[e] : din <==>
EX_dms(e)	[e] : dms <==>
EX_dmso(e)	[e] : dmso <==>
EX_dopa(e)	[e] : dopa <==>
EX_dtmp(e)	[e] : dtmp <==>
EX_dump(e)	[e] : dump <==>
EX_duri(e)	[e] : duri <==>
EX_eca4colipa(e)	[e] : eca4colipa <==>
EX_enlipa(e)	[e] : enlipa <==>
EX_enter(e)	[e] : enter <==>
EX_etha(e)	[e] : etha <==>
EX_ethso3(e)	[e] : ethso3 <==>
EX_etoh(e)	[e] : etoh <==>
EX_f6p(e)	[e] : f6p <==>
EX_fald(e)	[e] : fald <==>
EX_fe2(e)	[e] : fe2 <==>
EX_fe3(e)	[e] : fe3 <==>
EX_fe3dcit(e)	[e] : fe3dcit <==>
EX_fe3dhbzs(e)	[e] : fe3dhbzs <==>
EX_fe3hox(e)	[e] : fe3hox <==>
EX_fe3hox-un(e)	[e] : fe3hox-un <==>
EX_fecrm(e)	[e] : fecrm <==>
EX_fecrm-un(e)	[e] : fecrm-un <==>
EX_feenter(e)	[e] : feenter <==>
EX_feoxam(e)	[e] : feoxam <==>
EX_feoxam-un(e)	[e] : feoxam-un <==>
EX_for(e)	[e] : for <==>
EX_fru(e)	[e] : fru <==>
EX_frulys(e)	[e] : frulys <==>
EX_fruur(e)	[e] : fruur <==>
EX_fuc-L(e)	[e] : fuc-L <==>
EX_fum(e)	[e] : fum <==>
EX_g1p(e)	[e] : g1p <==>
EX_g3pc(e)	[e] : g3pc <==>
EX_g3pe(e)	[e] : g3pe <==>
EX_g3pg(e)	[e] : g3pg <==>
EX_g3pi(e)	[e] : g3pi <==>
EX_g3ps(e)	[e] : g3ps <==>
EX_g6p(e)	[e] : g6p <==>
EX_gal(e)	[e] : gal <==>
EX_gal1p(e)	[e] : gal1p <==>
EX_gal-bD(e)	[e] : gal-bD <==>
EX_galct-D(e)	[e] : galct-D <==>
EX_galctn-D(e)	[e] : galctn-D <==>
EX_galctn-L(e)	[e] : galctn-L <==>
EX_galt(e)	[e] : galt <==>
EX_galur(e)	[e] : galur <==>
EX_gam(e)	[e] : gam <==>
EX_gam6p(e)	[e] : gam6p <==>
EX_gbbtn(e)	[e] : gbbtn <==>
EX_gdp(e)	[e] : gdp <==>
EX_glc(e)	[e] : glc-D <==>
EX_glcn(e)	[e] : glcn <==>
EX_glcr(e)	[e] : glcr <==>
EX_glcur(e)	[e] : glcur <==>
EX_glcur1p(e)	[e] : glcur1p <==>
EX_gln-L(e)	[e] : gln-L <==>
EX_glu-L(e)	[e] : glu-L <==>
EX_gly(e)	[e] : gly <==>
EX_glyald(e)	[e] : glyald <==>
EX_glyb(e)	[e] : glyb <==>
EX_glyc(e)	[e] : glyc <==>
EX_glyc2p(e)	[e] : glyc2p <==>
EX_glyc3p(e)	[e] : glyc3p <==>
EX_glyclt(e)	[e] : glyclt <==>
EX_glyc-R(e)	[e] : glyc-R <==>
EX_gmp(e)	[e] : gmp <==>
EX_gsn(e)	[e] : gsn <==>
EX_gthox(e)	[e] : gthox <==>
EX_gthrd(e)	[e] : gthrd <==>
EX_gtp(e)	[e] : gtp <==>
EX_gua(e)	[e] : gua <==>
EX_h(e)	[e] : h <==>
EX_h2(e)	[e] : h2 <==>
EX_h2o(e)	[e] : h2o <==>
EX_h2o2(e)	[e] : h2o2 <==>
EX_h2s(e)	[e] : h2s <==>
EX_hacolipa(e)	[e] : hacolipa <==>
EX_halipa(e)	[e] : halipa <==>
EX_hdca(e)	[e] : hdca <==>
EX_hdcea(e)	[e] : hdcea <==>
EX_hg2(e)	[e] : hg2 <==>
EX_his-L(e)	[e] : his-L <==>
EX_hom-L(e)	[e] : hom-L <==>
EX_hxa(e)	[e] : hxa <==>
EX_hxan(e)	[e] : hxan <==>
EX_idon-L(e)	[e] : idon-L <==>
EX_ile-L(e)	[e] : ile-L <==>
EX_imp(e)	[e] : imp <==>
EX_indole(e)	[e] : indole <==>
EX_inost(e)	[e] : inost <==>
EX_ins(e)	[e] : ins <==>
EX_isetac(e)	[e] : isetac <==>
EX_k(e)	[e] : k <==>
EX_kdo2lipid4(e)	[e] : kdo2lipid4 <==>
EX_lac-D(e)	[e] : lac-D <==>
EX_lac-L(e)	[e] : lac-L <==>
EX_LalaDgluMdap(e)	[e] : LalaDgluMdap <==>
EX_LalaDgluMdapDala(e)	[e] : LalaDgluMdapDala <==>
EX_lcts(e)	[e] : lcts <==>
EX_leu-L(e)	[e] : leu-L <==>
EX_lipa(e)	[e] : lipa <==>
EX_lipa_cold(e)	[e] : lipa_cold <==>
EX_lys-L(e)	[e] : lys-L <==>
EX_lyx-L(e)	[e] : lyx-L <==>
EX_mal-D(e)	[e] : mal-D <==>
EX_mal-L(e)	[e] : mal-L <==>
EX_malt(e)	[e] : malt <==>
EX_malthx(e)	[e] : malthx <==>
